"","line_number","Chapter","word"
"10331",1194,7,"tainted"
"10332",1194,7,"the"
"10333",1194,7,"air"
"10334",1194,7,"so"
"10335",1194,7,"much"
"10336",1194,7,"we"
"10337",1194,7,"know"
"10338",1194,7,"from"
"10339",1194,7,"what"
"10340",1194,7,"was"
"10341",1195,7,"heard"
"10342",1195,7,"at"
"10343",1195,7,"the"
"10344",1195,7,"time"
"10345",1195,7,"and"
"10346",1195,7,"from"
"10347",1195,7,"what"
"10348",1195,7,"was"
"10349",1195,7,"subsequently"
"10350",1195,7,"seen"
"10351",1195,7,"in"
"10352",1195,7,"the"
"10353",1195,7,"room"
"10354",1197,7,"about"
"10355",1197,7,"noon"
"10356",1197,7,"he"
"10357",1197,7,"suddenly"
"10358",1197,7,"opened"
"10359",1197,7,"his"
"10360",1197,7,"parlour"
"10361",1197,7,"door"
"10362",1197,7,"and"
"10363",1197,7,"stood"
"10364",1197,7,"glaring"
"10365",1198,7,"fixedly"
"10366",1198,7,"at"
"10367",1198,7,"the"
"10368",1198,7,"three"
"10369",1198,7,"or"
"10370",1198,7,"four"
"10371",1198,7,"people"
"10372",1198,7,"in"
"10373",1198,7,"the"
"10374",1198,7,"bar"
"10375",1198,7,"mrs"
"10376",1198,7,"hall"
"10377",1198,7,"he"
"10378",1199,7,"said"
"10379",1199,7,"somebody"
"10380",1199,7,"went"
"10381",1199,7,"sheepishly"
"10382",1199,7,"and"
"10383",1199,7,"called"
"10384",1199,7,"for"
"10385",1199,7,"mrs"
"10386",1199,7,"hall"
"10387",1201,7,"mrs"
"10388",1201,7,"hall"
"10389",1201,7,"appeared"
"10390",1201,7,"after"
"10391",1201,7,"an"
"10392",1201,7,"interval"
"10393",1201,7,"a"
"10394",1201,7,"little"
"10395",1201,7,"short"
"10396",1201,7,"of"
"10397",1201,7,"breath"
"10398",1201,7,"but"
"10399",1202,7,"all"
"10400",1202,7,"the"
"10401",1202,7,"fiercer"
"10402",1202,7,"for"
"10403",1202,7,"that"
"10404",1202,7,"hall"
"10405",1202,7,"was"
"10406",1202,7,"still"
"10407",1202,7,"out"
"10408",1202,7,"she"
"10409",1202,7,"had"
"10410",1202,7,"deliberated"
"10411",1203,7,"over"
"10412",1203,7,"this"
"10413",1203,7,"scene"
"10414",1203,7,"and"
"10415",1203,7,"she"
"10416",1203,7,"came"
"10417",1203,7,"holding"
"10418",1203,7,"a"
"10419",1203,7,"little"
"10420",1203,7,"tray"
"10421",1203,7,"with"
"10422",1203,7,"an"
"10423",1204,7,"unsettled"
"10424",1204,7,"bill"
"10425",1204,7,"upon"
"10426",1204,7,"it"
"10427",1204,7,"is"
"10428",1204,7,"it"
"10429",1204,7,"your"
"10430",1204,7,"bill"
"10431",1204,7,"you're"
"10432",1204,7,"wanting"
"10433",1204,7,"sir"
"10434",1204,7,"she"
"10435",1205,7,"said"
"10436",1207,7,"why"
"10437",1207,7,"wasn't"
"10438",1207,7,"my"
"10439",1207,7,"breakfast"
"10440",1207,7,"laid"
"10441",1207,7,"why"
"10442",1207,7,"haven't"
"10443",1207,7,"you"
"10444",1207,7,"prepared"
"10445",1207,7,"my"
"10446",1207,7,"meals"
"10447",1208,7,"and"
"10448",1208,7,"answered"
"10449",1208,7,"my"
"10450",1208,7,"bell"
"10451",1208,7,"do"
"10452",1208,7,"you"
"10453",1208,7,"think"
"10454",1208,7,"i"
"10455",1208,7,"live"
"10456",1208,7,"without"
"10457",1208,7,"eating"
"10458",1210,7,"why"
"10459",1210,7,"isn't"
"10460",1210,7,"my"
"10461",1210,7,"bill"
"10462",1210,7,"paid"
"10463",1210,7,"said"
"10464",1210,7,"mrs"
"10465",1210,7,"hall"
"10466",1210,7,"that's"
"10467",1210,7,"what"
"10468",1210,7,"i"
"10469",1210,7,"want"
"10470",1210,7,"to"
"10471",1211,7,"know"
"10472",1213,7,"i"
"10473",1213,7,"told"
"10474",1213,7,"you"
"10475",1213,7,"three"
"10476",1213,7,"days"
"10477",1213,7,"ago"
"10478",1213,7,"i"
"10479",1213,7,"was"
"10480",1213,7,"awaiting"
"10481",1213,7,"a"
"10482",1213,7,"remittance"
"10483",1215,7,"i"
"10484",1215,7,"told"
"10485",1215,7,"you"
"10486",1215,7,"two"
"10487",1215,7,"days"
"10488",1215,7,"ago"
"10489",1215,7,"i"
"10490",1215,7,"wasn't"
"10491",1215,7,"going"
"10492",1215,7,"to"
"10493",1215,7,"await"
"10494",1215,7,"no"
"10495",1215,7,"remittances"
"10496",1216,7,"you"
"10497",1216,7,"can't"
"10498",1216,7,"grumble"
"10499",1216,7,"if"
"10500",1216,7,"your"
"10501",1216,7,"breakfast"
"10502",1216,7,"waits"
"10503",1216,7,"a"
"10504",1216,7,"bit"
"10505",1216,7,"if"
"10506",1216,7,"my"
"10507",1216,7,"bill's"
"10508",1216,7,"been"
"10509",1217,7,"waiting"
"10510",1217,7,"these"
"10511",1217,7,"five"
"10512",1217,7,"days"
"10513",1217,7,"can"
"10514",1217,7,"you"
"10515",1219,7,"the"
"10516",1219,7,"stranger"
"10517",1219,7,"swore"
"10518",1219,7,"briefly"
"10519",1219,7,"but"
"10520",1219,7,"vividly"
"10521",1221,7,"nar"
"10522",1221,7,"nar"
"10523",1221,7,"from"
"10524",1221,7,"the"
"10525",1221,7,"bar"
"10526",1223,7,"and"
"10527",1223,7,"i'd"
"10528",1223,7,"thank"
"10529",1223,7,"you"
"10530",1223,7,"kindly"
"10531",1223,7,"sir"
"10532",1223,7,"if"
"10533",1223,7,"you'd"
"10534",1223,7,"keep"
"10535",1223,7,"your"
"10536",1223,7,"swearing"
"10537",1223,7,"to"
"10538",1224,7,"yourself"
"10539",1224,7,"sir"
"10540",1224,7,"said"
"10541",1224,7,"mrs"
"10542",1224,7,"hall"
"10543",1226,7,"the"
"10544",1226,7,"stranger"
"10545",1226,7,"stood"
"10546",1226,7,"looking"
"10547",1226,7,"more"
"10548",1226,7,"like"
"10549",1226,7,"an"
"10550",1226,7,"angry"
"10551",1226,7,"diving"
"10552",1226,7,"helmet"
"10553",1226,7,"than"
"10554",1227,7,"ever"
"10555",1227,7,"it"
"10556",1227,7,"was"
"10557",1227,7,"universally"
"10558",1227,7,"felt"
"10559",1227,7,"in"
"10560",1227,7,"the"
"10561",1227,7,"bar"
"10562",1227,7,"that"
"10563",1227,7,"mrs"
"10564",1227,7,"hall"
"10565",1227,7,"had"
"10566",1227,7,"the"
"10567",1228,7,"better"
"10568",1228,7,"of"
"10569",1228,7,"him"
"10570",1228,7,"his"
"10571",1228,7,"next"
"10572",1228,7,"words"
"10573",1228,7,"showed"
"10574",1228,7,"as"
"10575",1228,7,"much"
"10576",1230,7,"look"
"10577",1230,7,"here"
"10578",1230,7,"my"
"10579",1230,7,"good"
"10580",1230,7,"woman"
"10581",1230,7,"he"
"10582",1230,7,"began"
"10583",1232,7,"don't"
"10584",1232,7,"good"
"10585",1232,7,"woman"
"10586",1232,7,"_me_"
"10587",1232,7,"said"
"10588",1232,7,"mrs"
"10589",1232,7,"hall"
"10590",1234,7,"i've"
"10591",1234,7,"told"
"10592",1234,7,"you"
"10593",1234,7,"my"
"10594",1234,7,"remittance"
"10595",1234,7,"hasn't"
"10596",1234,7,"come"
"10597",1236,7,"remittance"
"10598",1236,7,"indeed"
"10599",1236,7,"said"
"10600",1236,7,"mrs"
"10601",1236,7,"hall"
"10602",1238,7,"still"
"10603",1238,7,"i"
"10604",1238,7,"daresay"
"10605",1238,7,"in"
"10606",1238,7,"my"
"10607",1238,7,"pocket"
"10608",1240,7,"you"
"10609",1240,7,"told"
"10610",1240,7,"me"
"10611",1240,7,"three"
"10612",1240,7,"days"
"10613",1240,7,"ago"
"10614",1240,7,"that"
"10615",1240,7,"you"
"10616",1240,7,"hadn't"
"10617",1240,7,"anything"
"10618",1240,7,"but"
"10619",1240,7,"a"
"10620",1241,7,"sovereign's"
"10621",1241,7,"worth"
"10622",1241,7,"of"
"10623",1241,7,"silver"
"10624",1241,7,"upon"
"10625",1241,7,"you"
"10626",1243,7,"well"
"10627",1243,7,"i've"
"10628",1243,7,"found"
"10629",1243,7,"some"
"10630",1243,7,"more"
"10631",1245,7,"ul"
"10632",1245,7,"lo"
"10633",1245,7,"from"
"10634",1245,7,"the"
"10635",1245,7,"bar"
"10636",1247,7,"i"
"10637",1247,7,"wonder"
"10638",1247,7,"where"
"10639",1247,7,"you"
"10640",1247,7,"found"
"10641",1247,7,"it"
"10642",1247,7,"said"
"10643",1247,7,"mrs"
"10644",1247,7,"hall"
"10645",1249,7,"that"
"10646",1249,7,"seemed"
"10647",1249,7,"to"
"10648",1249,7,"annoy"
"10649",1249,7,"the"
"10650",1249,7,"stranger"
"10651",1249,7,"very"
"10652",1249,7,"much"
"10653",1249,7,"he"
"10654",1249,7,"stamped"
"10655",1249,7,"his"
"10656",1249,7,"foot"
"10657",1250,7,"what"
"10658",1250,7,"do"
"10659",1250,7,"you"
"10660",1250,7,"mean"
"10661",1250,7,"he"
"10662",1250,7,"said"
"10663",1252,7,"that"
"10664",1252,7,"i"
"10665",1252,7,"wonder"
"10666",1252,7,"where"
"10667",1252,7,"you"
"10668",1252,7,"found"
"10669",1252,7,"it"
"10670",1252,7,"said"
"10671",1252,7,"mrs"
"10672",1252,7,"hall"
"10673",1252,7,"and"
"10674",1252,7,"before"
"10675",1252,7,"i"
"10676",1253,7,"take"
"10677",1253,7,"any"
"10678",1253,7,"bills"
"10679",1253,7,"or"
"10680",1253,7,"get"
"10681",1253,7,"any"
"10682",1253,7,"breakfasts"
"10683",1253,7,"or"
"10684",1253,7,"do"
"10685",1253,7,"any"
"10686",1253,7,"such"
"10687",1253,7,"things"
"10688",1254,7,"whatsoever"
"10689",1254,7,"you"
"10690",1254,7,"got"
"10691",1254,7,"to"
"10692",1254,7,"tell"
"10693",1254,7,"me"
"10694",1254,7,"one"
"10695",1254,7,"or"
"10696",1254,7,"two"
"10697",1254,7,"things"
"10698",1254,7,"i"
"10699",1254,7,"don't"
"10700",1254,7,"understand"
"10701",1255,7,"and"
"10702",1255,7,"what"
"10703",1255,7,"nobody"
"10704",1255,7,"don't"
"10705",1255,7,"understand"
"10706",1255,7,"and"
"10707",1255,7,"what"
"10708",1255,7,"everybody"
"10709",1255,7,"is"
"10710",1255,7,"very"
"10711",1255,7,"anxious"
"10712",1256,7,"to"
"10713",1256,7,"understand"
"10714",1256,7,"i"
"10715",1256,7,"want"
"10716",1256,7,"to"
"10717",1256,7,"know"
"10718",1256,7,"what"
"10719",1256,7,"you"
"10720",1256,7,"been"
"10721",1256,7,"doing"
"10722",1256,7,"t'my"
"10723",1256,7,"chair"
"10724",1257,7,"upstairs"
"10725",1257,7,"and"
"10726",1257,7,"i"
"10727",1257,7,"want"
"10728",1257,7,"to"
"10729",1257,7,"know"
"10730",1257,7,"how"
"10731",1257,7,"tis"
"10732",1257,7,"your"
"10733",1257,7,"room"
"10734",1257,7,"was"
"10735",1257,7,"empty"
"10736",1257,7,"and"
"10737",1257,7,"how"
"10738",1258,7,"you"
"10739",1258,7,"got"
"10740",1258,7,"in"
"10741",1258,7,"again"
"10742",1258,7,"them"
"10743",1258,7,"as"
"10744",1258,7,"stops"
"10745",1258,7,"in"
"10746",1258,7,"this"
"10747",1258,7,"house"
"10748",1258,7,"comes"
"10749",1258,7,"in"
"10750",1258,7,"by"
"10751",1258,7,"the"
"10752",1259,7,"doors"
"10753",1259,7,"that's"
"10754",1259,7,"the"
"10755",1259,7,"rule"
"10756",1259,7,"of"
"10757",1259,7,"the"
"10758",1259,7,"house"
"10759",1259,7,"and"
"10760",1259,7,"that"
"10761",1259,7,"you"
"10762",1259,7,"_didn't_"
"10763",1259,7,"do"
"10764",1259,7,"and"
"10765",1260,7,"what"
"10766",1260,7,"i"
"10767",1260,7,"want"
"10768",1260,7,"to"
"10769",1260,7,"know"
"10770",1260,7,"is"
"10771",1260,7,"how"
"10772",1260,7,"you"
"10773",1260,7,"_did_"
"10774",1260,7,"come"
"10775",1260,7,"in"
"10776",1260,7,"and"
"10777",1260,7,"i"
"10778",1260,7,"want"
"10779",1260,7,"to"
"10780",1260,7,"know"
"10781",1262,7,"suddenly"
"10782",1262,7,"the"
"10783",1262,7,"stranger"
"10784",1262,7,"raised"
"10785",1262,7,"his"
"10786",1262,7,"gloved"
"10787",1262,7,"hands"
"10788",1262,7,"clenched"
"10789",1262,7,"stamped"
"10790",1262,7,"his"
"10791",1263,7,"foot"
"10792",1263,7,"and"
"10793",1263,7,"said"
"10794",1263,7,"stop"
"10795",1263,7,"with"
"10796",1263,7,"such"
"10797",1263,7,"extraordinary"
"10798",1263,7,"violence"
"10799",1263,7,"that"
"10800",1263,7,"he"
"10801",1264,7,"silenced"
"10802",1264,7,"her"
"10803",1264,7,"instantly"
"10804",1266,7,"you"
"10805",1266,7,"don't"
"10806",1266,7,"understand"
"10807",1266,7,"he"
"10808",1266,7,"said"
"10809",1266,7,"who"
"10810",1266,7,"i"
"10811",1266,7,"am"
"10812",1266,7,"or"
"10813",1266,7,"what"
"10814",1266,7,"i"
"10815",1266,7,"am"
"10816",1266,7,"i'll"
"10817",1266,7,"show"
"10818",1267,7,"you"
"10819",1267,7,"by"
"10820",1267,7,"heaven"
"10821",1267,7,"i'll"
"10822",1267,7,"show"
"10823",1267,7,"you"
"10824",1267,7,"then"
"10825",1267,7,"he"
"10826",1267,7,"put"
"10827",1267,7,"his"
"10828",1267,7,"open"
"10829",1267,7,"palm"
"10830",1267,7,"over"
"10831",1267,7,"his"
"10832",1268,7,"face"
"10833",1268,7,"and"
"10834",1268,7,"withdrew"
"10835",1268,7,"it"
"10836",1268,7,"the"
"10837",1268,7,"centre"
"10838",1268,7,"of"
"10839",1268,7,"his"
"10840",1268,7,"face"
"10841",1268,7,"became"
"10842",1268,7,"a"
"10843",1268,7,"black"
"10844",1268,7,"cavity"
"10845",1269,7,"here"
"10846",1269,7,"he"
"10847",1269,7,"said"
"10848",1269,7,"he"
"10849",1269,7,"stepped"
"10850",1269,7,"forward"
"10851",1269,7,"and"
"10852",1269,7,"handed"
"10853",1269,7,"mrs"
"10854",1269,7,"hall"
"10855",1269,7,"something"
"10856",1270,7,"which"
"10857",1270,7,"she"
"10858",1270,7,"staring"
"10859",1270,7,"at"
"10860",1270,7,"his"
"10861",1270,7,"metamorphosed"
"10862",1270,7,"face"
"10863",1270,7,"accepted"
"10864",1270,7,"automatically"
"10865",1271,7,"then"
"10866",1271,7,"when"
"10867",1271,7,"she"
"10868",1271,7,"saw"
"10869",1271,7,"what"
"10870",1271,7,"it"
"10871",1271,7,"was"
"10872",1271,7,"she"
"10873",1271,7,"screamed"
"10874",1271,7,"loudly"
"10875",1271,7,"dropped"
"10876",1271,7,"it"
"10877",1271,7,"and"
"10878",1272,7,"staggered"
"10879",1272,7,"back"
"10880",1272,7,"the"
"10881",1272,7,"nose"
"10882",1272,7,"it"
"10883",1272,7,"was"
"10884",1272,7,"the"
"10885",1272,7,"stranger's"
"10886",1272,7,"nose"
"10887",1272,7,"pink"
"10888",1272,7,"and"
"10889",1273,7,"shining"
"10890",1273,7,"rolled"
"10891",1273,7,"on"
"10892",1273,7,"the"
"10893",1273,7,"floor"
"10894",1275,7,"then"
"10895",1275,7,"he"
"10896",1275,7,"removed"
"10897",1275,7,"his"
"10898",1275,7,"spectacles"
"10899",1275,7,"and"
"10900",1275,7,"everyone"
"10901",1275,7,"in"
"10902",1275,7,"the"
"10903",1275,7,"bar"
"10904",1275,7,"gasped"
"10905",1275,7,"he"
"10906",1276,7,"took"
"10907",1276,7,"off"
"10908",1276,7,"his"
"10909",1276,7,"hat"
"10910",1276,7,"and"
"10911",1276,7,"with"
"10912",1276,7,"a"
"10913",1276,7,"violent"
"10914",1276,7,"gesture"
"10915",1276,7,"tore"
"10916",1276,7,"at"
"10917",1276,7,"his"
"10918",1276,7,"whiskers"
"10919",1277,7,"and"
"10920",1277,7,"bandages"
"10921",1277,7,"for"
"10922",1277,7,"a"
"10923",1277,7,"moment"
"10924",1277,7,"they"
"10925",1277,7,"resisted"
"10926",1277,7,"him"
"10927",1277,7,"a"
"10928",1277,7,"flash"
"10929",1277,7,"of"
"10930",1277,7,"horrible"
"10931",1278,7,"anticipation"
"10932",1278,7,"passed"
"10933",1278,7,"through"
"10934",1278,7,"the"
"10935",1278,7,"bar"
"10936",1278,7,"oh"
"10937",1278,7,"my"
"10938",1278,7,"gard"
"10939",1278,7,"said"
"10940",1278,7,"some"
"10941",1278,7,"one"
"10942",1279,7,"then"
"10943",1279,7,"off"
"10944",1279,7,"they"
"10945",1279,7,"came"
"10946",1281,7,"it"
"10947",1281,7,"was"
"10948",1281,7,"worse"
"10949",1281,7,"than"
"10950",1281,7,"anything"
"10951",1281,7,"mrs"
"10952",1281,7,"hall"
"10953",1281,7,"standing"
"10954",1281,7,"open"
"10955",1281,7,"mouthed"
"10956",1281,7,"and"
"10957",1282,7,"horror"
"10958",1282,7,"struck"
"10959",1282,7,"shrieked"
"10960",1282,7,"at"
"10961",1282,7,"what"
"10962",1282,7,"she"
"10963",1282,7,"saw"
"10964",1282,7,"and"
"10965",1282,7,"made"
"10966",1282,7,"for"
"10967",1282,7,"the"
"10968",1282,7,"door"
"10969",1282,7,"of"
"10970",1283,7,"the"
"10971",1283,7,"house"
"10972",1283,7,"everyone"
"10973",1283,7,"began"
"10974",1283,7,"to"
"10975",1283,7,"move"
"10976",1283,7,"they"
"10977",1283,7,"were"
"10978",1283,7,"prepared"
"10979",1283,7,"for"
"10980",1283,7,"scars"
"10981",1284,7,"disfigurements"
"10982",1284,7,"tangible"
"10983",1284,7,"horrors"
"10984",1284,7,"but"
"10985",1284,7,"nothing"
"10986",1284,7,"the"
"10987",1284,7,"bandages"
"10988",1284,7,"and"
"10989",1285,7,"false"
"10990",1285,7,"hair"
"10991",1285,7,"flew"
"10992",1285,7,"across"
"10993",1285,7,"the"
"10994",1285,7,"passage"
"10995",1285,7,"into"
"10996",1285,7,"the"
"10997",1285,7,"bar"
"10998",1285,7,"making"
"10999",1285,7,"a"
"11000",1286,7,"hobbledehoy"
"11001",1286,7,"jump"
"11002",1286,7,"to"
"11003",1286,7,"avoid"
"11004",1286,7,"them"
"11005",1286,7,"everyone"
"11006",1286,7,"tumbled"
"11007",1286,7,"on"
"11008",1286,7,"everyone"
"11009",1286,7,"else"
"11010",1287,7,"down"
"11011",1287,7,"the"
"11012",1287,7,"steps"
"11013",1287,7,"for"
"11014",1287,7,"the"
"11015",1287,7,"man"
"11016",1287,7,"who"
"11017",1287,7,"stood"
"11018",1287,7,"there"
"11019",1287,7,"shouting"
"11020",1287,7,"some"
"11021",1287,7,"incoherent"
"11022",1288,7,"explanation"
"11023",1288,7,"was"
"11024",1288,7,"a"
"11025",1288,7,"solid"
"11026",1288,7,"gesticulating"
"11027",1288,7,"figure"
"11028",1288,7,"up"
"11029",1288,7,"to"
"11030",1288,7,"the"
"11031",1288,7,"coat"
"11032",1288,7,"collar"
"11033",1289,7,"of"
"11034",1289,7,"him"
"11035",1289,7,"and"
"11036",1289,7,"then"
"11037",1289,7,"nothingness"
"11038",1289,7,"no"
"11039",1289,7,"visible"
"11040",1289,7,"thing"
"11041",1289,7,"at"
"11042",1289,7,"all"
"11043",1291,7,"people"
"11044",1291,7,"down"
"11045",1291,7,"the"
"11046",1291,7,"village"
"11047",1291,7,"heard"
"11048",1291,7,"shouts"
"11049",1291,7,"and"
"11050",1291,7,"shrieks"
"11051",1291,7,"and"
"11052",1291,7,"looking"
"11053",1291,7,"up"
"11054",1292,7,"the"
"11055",1292,7,"street"
"11056",1292,7,"saw"
"11057",1292,7,"the"
"11058",1292,7,"coach"
"11059",1292,7,"and"
"11060",1292,7,"horses"
"11061",1292,7,"violently"
"11062",1292,7,"firing"
"11063",1292,7,"out"
"11064",1292,7,"its"
"11065",1293,7,"humanity"
"11066",1293,7,"they"
"11067",1293,7,"saw"
"11068",1293,7,"mrs"
"11069",1293,7,"hall"
"11070",1293,7,"fall"
"11071",1293,7,"down"
"11072",1293,7,"and"
"11073",1293,7,"mr"
"11074",1293,7,"teddy"
"11075",1293,7,"henfrey"
"11076",1293,7,"jump"
"11077",1294,7,"to"
"11078",1294,7,"avoid"
"11079",1294,7,"tumbling"
"11080",1294,7,"over"
"11081",1294,7,"her"
"11082",1294,7,"and"
"11083",1294,7,"then"
"11084",1294,7,"they"
"11085",1294,7,"heard"
"11086",1294,7,"the"
"11087",1294,7,"frightful"
"11088",1295,7,"screams"
"11089",1295,7,"of"
"11090",1295,7,"millie"
"11091",1295,7,"who"
"11092",1295,7,"emerging"
"11093",1295,7,"suddenly"
"11094",1295,7,"from"
"11095",1295,7,"the"
"11096",1295,7,"kitchen"
"11097",1295,7,"at"
"11098",1295,7,"the"
"11099",1296,7,"noise"
"11100",1296,7,"of"
"11101",1296,7,"the"
"11102",1296,7,"tumult"
"11103",1296,7,"had"
"11104",1296,7,"come"
"11105",1296,7,"upon"
"11106",1296,7,"the"
"11107",1296,7,"headless"
"11108",1296,7,"stranger"
"11109",1296,7,"from"
"11110",1297,7,"behind"
"11111",1297,7,"these"
"11112",1297,7,"increased"
"11113",1297,7,"suddenly"
"11114",1299,7,"forthwith"
"11115",1299,7,"everyone"
"11116",1299,7,"all"
"11117",1299,7,"down"
"11118",1299,7,"the"
"11119",1299,7,"street"
"11120",1299,7,"the"
"11121",1299,7,"sweetstuff"
"11122",1299,7,"seller"
"11123",1300,7,"cocoanut"
"11124",1300,7,"shy"
"11125",1300,7,"proprietor"
"11126",1300,7,"and"
"11127",1300,7,"his"
"11128",1300,7,"assistant"
"11129",1300,7,"the"
"11130",1300,7,"swing"
"11131",1300,7,"man"
"11132",1300,7,"little"
"11133",1301,7,"boys"
"11134",1301,7,"and"
"11135",1301,7,"girls"
"11136",1301,7,"rustic"
"11137",1301,7,"dandies"
"11138",1301,7,"smart"
"11139",1301,7,"wenches"
"11140",1301,7,"smocked"
"11141",1301,7,"elders"
"11142",1302,7,"and"
"11143",1302,7,"aproned"
"11144",1302,7,"gipsies"
"11145",1302,7,"began"
"11146",1302,7,"running"
"11147",1302,7,"towards"
"11148",1302,7,"the"
"11149",1302,7,"inn"
"11150",1302,7,"and"
"11151",1302,7,"in"
"11152",1302,7,"a"
"11153",1303,7,"miraculously"
"11154",1303,7,"short"
"11155",1303,7,"space"
"11156",1303,7,"of"
"11157",1303,7,"time"
"11158",1303,7,"a"
"11159",1303,7,"crowd"
"11160",1303,7,"of"
"11161",1303,7,"perhaps"
"11162",1303,7,"forty"
"11163",1303,7,"people"
"11164",1304,7,"and"
"11165",1304,7,"rapidly"
"11166",1304,7,"increasing"
"11167",1304,7,"swayed"
"11168",1304,7,"and"
"11169",1304,7,"hooted"
"11170",1304,7,"and"
"11171",1304,7,"inquired"
"11172",1304,7,"and"
"11173",1305,7,"exclaimed"
"11174",1305,7,"and"
"11175",1305,7,"suggested"
"11176",1305,7,"in"
"11177",1305,7,"front"
"11178",1305,7,"of"
"11179",1305,7,"mrs"
"11180",1305,7,"hall's"
"11181",1305,7,"establishment"
"11182",1306,7,"everyone"
"11183",1306,7,"seemed"
"11184",1306,7,"eager"
"11185",1306,7,"to"
"11186",1306,7,"talk"
"11187",1306,7,"at"
"11188",1306,7,"once"
"11189",1306,7,"and"
"11190",1306,7,"the"
"11191",1306,7,"result"
"11192",1306,7,"was"
"11193",1306,7,"babel"
"11194",1306,7,"a"
"11195",1307,7,"small"
"11196",1307,7,"group"
"11197",1307,7,"supported"
"11198",1307,7,"mrs"
"11199",1307,7,"hall"
"11200",1307,7,"who"
"11201",1307,7,"was"
"11202",1307,7,"picked"
"11203",1307,7,"up"
"11204",1307,7,"in"
"11205",1307,7,"a"
"11206",1307,7,"state"
"11207",1307,7,"of"
"11208",1308,7,"collapse"
"11209",1308,7,"there"
"11210",1308,7,"was"
"11211",1308,7,"a"
"11212",1308,7,"conference"
"11213",1308,7,"and"
"11214",1308,7,"the"
"11215",1308,7,"incredible"
"11216",1308,7,"evidence"
"11217",1308,7,"of"
"11218",1308,7,"a"
"11219",1309,7,"vociferous"
"11220",1309,7,"eye"
"11221",1309,7,"witness"
"11222",1309,7,"o"
"11223",1309,7,"bogey"
"11224",1309,7,"what's"
"11225",1309,7,"he"
"11226",1309,7,"been"
"11227",1309,7,"doin"
"11228",1309,7,"then"
"11229",1310,7,"ain't"
"11230",1310,7,"hurt"
"11231",1310,7,"the"
"11232",1310,7,"girl"
"11233",1310,7,"as"
"11234",1310,7,"e"
"11235",1310,7,"run"
"11236",1310,7,"at"
"11237",1310,7,"en"
"11238",1310,7,"with"
"11239",1310,7,"a"
"11240",1310,7,"knife"
"11241",1310,7,"i"
"11242",1310,7,"believe"
"11243",1311,7,"no"
"11244",1311,7,"ed"
"11245",1311,7,"i"
"11246",1311,7,"tell"
"11247",1311,7,"ye"
"11248",1311,7,"i"
"11249",1311,7,"don't"
"11250",1311,7,"mean"
"11251",1311,7,"no"
"11252",1311,7,"manner"
"11253",1311,7,"of"
"11254",1311,7,"speaking"
"11255",1311,7,"i"
"11256",1311,7,"mean"
"11257",1311,7,"_marn"
"11258",1312,7,"ithout"
"11259",1312,7,"a"
"11260",1312,7,"ed_"
"11261",1312,7,"narnsense"
"11262",1312,7,"tis"
"11263",1312,7,"some"
"11264",1312,7,"conjuring"
"11265",1312,7,"trick"
"11266",1312,7,"fetched"
"11267",1313,7,"off"
"11268",1313,7,"is"
"11269",1313,7,"wrapping"
"11270",1313,7,"e"
"11271",1313,7,"did"
"11272",1315,7,"in"
"11273",1315,7,"its"
"11274",1315,7,"struggles"
"11275",1315,7,"to"
"11276",1315,7,"see"
"11277",1315,7,"in"
"11278",1315,7,"through"
"11279",1315,7,"the"
"11280",1315,7,"open"
"11281",1315,7,"door"
"11282",1315,7,"the"
"11283",1315,7,"crowd"
"11284",1315,7,"formed"
"11285",1316,7,"itself"
"11286",1316,7,"into"
"11287",1316,7,"a"
"11288",1316,7,"straggling"
"11289",1316,7,"wedge"
"11290",1316,7,"with"
"11291",1316,7,"the"
"11292",1316,7,"more"
"11293",1316,7,"adventurous"
"11294",1316,7,"apex"
"11295",1317,7,"nearest"
"11296",1317,7,"the"
"11297",1317,7,"inn"
"11298",1317,7,"he"
"11299",1317,7,"stood"
"11300",1317,7,"for"
"11301",1317,7,"a"
"11302",1317,7,"moment"
"11303",1317,7,"i"
"11304",1317,7,"heerd"
"11305",1317,7,"the"
"11306",1317,7,"gal"
"11307",1317,7,"scream"
"11308",1318,7,"and"
"11309",1318,7,"he"
"11310",1318,7,"turned"
"11311",1318,7,"i"
"11312",1318,7,"saw"
"11313",1318,7,"her"
"11314",1318,7,"skirts"
"11315",1318,7,"whisk"
"11316",1318,7,"and"
"11317",1318,7,"he"
"11318",1318,7,"went"
"11319",1318,7,"after"
"11320",1318,7,"her"
"11321",1319,7,"didn't"
"11322",1319,7,"take"
"11323",1319,7,"ten"
"11324",1319,7,"seconds"
"11325",1319,7,"back"
"11326",1319,7,"he"
"11327",1319,7,"comes"
"11328",1319,7,"with"
"11329",1319,7,"a"
"11330",1319,7,"knife"
"11331",1319,7,"in"
"11332",1319,7,"uz"
"11333",1319,7,"hand"
"11334",1319,7,"and"
"11335",1320,7,"a"
"11336",1320,7,"loaf"
"11337",1320,7,"stood"
"11338",1320,7,"just"
"11339",1320,7,"as"
"11340",1320,7,"if"
"11341",1320,7,"he"
"11342",1320,7,"was"
"11343",1320,7,"staring"
"11344",1320,7,"not"
"11345",1320,7,"a"
"11346",1320,7,"moment"
"11347",1320,7,"ago"
"11348",1320,7,"went"
"11349",1320,7,"in"
"11350",1321,7,"that"
"11351",1321,7,"there"
"11352",1321,7,"door"
"11353",1321,7,"i"
"11354",1321,7,"tell"
